Date,Open,High,Low,Close,Change(Pips),Change(%)
05/23/2023 01:00,0.66573,0.66609,0.66495,0.66497,-7.6,-0.11
05/23/2023 00:00,0.66487,0.66619,0.66487,0.66576,8.9,0.13
05/22/2023 23:00,0.66496,0.66506,0.66481,0.66484,-1.2,-0.02
05/22/2023 22:00,0.66499,0.66526,0.66495,0.66499,0,0
05/22/2023 21:00,0.66436,0.66534,0.66436,0.66493,5.7,0.09
05/22/2023 20:00,0.66483,0.66522,0.66483,0.66513,3,0.05
05/22/2023 19:00,0.66521,0.66526,0.66463,0.66483,-3.8,-0.06
05/22/2023 18:00,0.6649,0.66554,0.6649,0.66521,3.1,0.05
05/22/2023 17:00,0.6648,0.66525,0.66458,0.66495,1.5,0.02
05/22/2023 16:00,0.6643,0.66483,0.66411,0.66476,4.6,0.07
05/22/2023 15:00,0.66426,0.66468,0.66378,0.66432,0.6,0.01
05/22/2023 14:00,0.66402,0.66525,0.66375,0.66425,2.3,0.03
05/22/2023 13:00,0.66409,0.66477,0.66348,0.66402,-0.7,-0.01
05/22/2023 12:00,0.66413,0.66467,0.66355,0.66407,-0.6,-0.01
05/22/2023 11:00,0.66419,0.66434,0.66333,0.66417,-0.2,0
05/22/2023 10:00,0.66435,0.66521,0.66404,0.66418,-1.7,-0.03
05/22/2023 09:00,0.6641,0.66493,0.66391,0.66434,2.4,0.04
05/22/2023 08:00,0.66337,0.66414,0.66278,0.66408,7.1,0.11
05/22/2023 07:00,0.66342,0.66401,0.6629,0.66341,-0.1,0
05/22/2023 06:00,0.66389,0.66414,0.66275,0.66342,-4.7,-0.07
05/22/2023 05:00,0.66491,0.66516,0.66387,0.66391,-10,-0.15
05/22/2023 04:00,0.665,0.66549,0.66484,0.66494,-0.6,-0.01
05/22/2023 03:00,0.66513,0.66546,0.66433,0.66502,-1.1,-0.02
05/22/2023 02:00,0.66531,0.66581,0.6646,0.66514,-1.7,-0.03
05/22/2023 01:00,0.6663,0.66677,0.66448,0.66527,-10.3,-0.15
05/22/2023 00:00,0.66587,0.66647,0.66549,0.6663,4.3,0.06
05/21/2023 23:00,0.66491,0.6659,0.6649,0.66588,9.7,0.15
05/21/2023 22:00,0.66492,0.66545,0.66475,0.66492,0,0
05/21/2023 21:00,0.66432,0.66492,0.66432,0.66467,3.5,0.05
05/19/2023 20:00,0.66507,0.66521,0.6647,0.66499,-0.8,-0.01
05/19/2023 19:00,0.6652,0.6652,0.66448,0.66509,-1.1,-0.02
05/19/2023 18:00,0.66563,0.66571,0.66491,0.66516,-4.7,-0.07
05/19/2023 17:00,0.66665,0.66685,0.66565,0.66567,-9.8,-0.15
05/19/2023 16:00,0.66596,0.66706,0.66552,0.66663,6.7,0.1
05/19/2023 15:00,0.66566,0.66752,0.66478,0.66599,3.3,0.05
05/19/2023 14:00,0.66598,0.66624,0.665,0.66569,-2.9,-0.04
05/19/2023 13:00,0.66607,0.66637,0.6652,0.66597,-1,-0.02
05/19/2023 12:00,0.66588,0.66718,0.66571,0.66609,2.1,0.03
05/19/2023 11:00,0.66512,0.66589,0.66465,0.66585,7.3,0.11
05/19/2023 10:00,0.66582,0.66585,0.66478,0.66515,-6.7,-0.1
05/19/2023 09:00,0.66508,0.66635,0.66492,0.66579,7.1,0.11
05/19/2023 08:00,0.66502,0.6657,0.66429,0.66511,0.9,0.01
05/19/2023 07:00,0.66454,0.66532,0.6645,0.66503,4.9,0.07
05/19/2023 06:00,0.6635,0.66539,0.663,0.66455,10.5,0.16
05/19/2023 05:00,0.6634,0.66407,0.66324,0.66351,1.1,0.02
05/19/2023 04:00,0.66374,0.66382,0.66322,0.66341,-3.3,-0.05
05/19/2023 03:00,0.66383,0.66414,0.66343,0.66372,-1.1,-0.02
05/19/2023 02:00,0.66209,0.66406,0.66167,0.66384,17.5,0.26
05/19/2023 01:00,0.66297,0.66341,0.6617,0.66208,-8.9,-0.13
05/19/2023 00:00,0.66271,0.66357,0.66251,0.66299,2.8,0.04
05/18/2023 23:00,0.66286,0.66302,0.66243,0.66271,-1.5,-0.02
05/18/2023 22:00,0.66212,0.66306,0.66212,0.66289,7.7,0.12
05/18/2023 21:00,0.66186,0.6624,0.66057,0.66215,2.9,0.04
05/18/2023 20:00,0.6625,0.66256,0.66214,0.66214,-3.6,-0.05
05/18/2023 19:00,0.66144,0.6625,0.66141,0.66248,10.4,0.16
05/18/2023 18:00,0.661,0.66165,0.66084,0.66142,4.2,0.06
05/18/2023 17:00,0.66089,0.66126,0.6607,0.66099,1,0.02
05/18/2023 16:00,0.6617,0.66191,0.6607,0.66087,-8.3,-0.13
05/18/2023 15:00,0.66105,0.66198,0.66049,0.66172,6.7,0.1
05/18/2023 14:00,0.66107,0.66176,0.66052,0.66108,0.1,0
05/18/2023 13:00,0.6621,0.66245,0.6606,0.661,-11,-0.17
05/18/2023 12:00,0.66392,0.66443,0.66202,0.66209,-18.3,-0.28
05/18/2023 11:00,0.66447,0.66462,0.66359,0.66394,-5.3,-0.08
05/18/2023 10:00,0.66357,0.66445,0.66351,0.66441,8.4,0.13
05/18/2023 09:00,0.66323,0.66386,0.66305,0.6636,3.7,0.06
05/18/2023 08:00,0.66362,0.66422,0.66295,0.66323,-3.9,-0.06
05/18/2023 07:00,0.66376,0.66483,0.66326,0.66358,-1.8,-0.03
05/18/2023 06:00,0.66456,0.66568,0.66349,0.66377,-7.9,-0.12
05/18/2023 05:00,0.66511,0.6652,0.66425,0.66461,-5,-0.08
05/18/2023 04:00,0.66504,0.66518,0.66438,0.66511,0.7,0.01
05/18/2023 03:00,0.66531,0.66582,0.66477,0.66501,-3,-0.05
05/18/2023 02:00,0.66446,0.66542,0.66406,0.6653,8.4,0.13
05/18/2023 01:00,0.66558,0.66663,0.66285,0.66442,-11.6,-0.17
05/18/2023 00:00,0.66559,0.66679,0.66556,0.66564,0.5,0.01
05/17/2023 23:00,0.66597,0.66597,0.66546,0.66556,-4.1,-0.06
05/17/2023 22:00,0.66613,0.66624,0.66589,0.66599,-1.4,-0.02
05/17/2023 21:00,0.66587,0.66646,0.66579,0.66611,2.4,0.04
05/17/2023 20:00,0.66625,0.66625,0.66586,0.66589,-3.6,-0.05
05/17/2023 19:00,0.66594,0.66642,0.66587,0.66625,3.1,0.05
05/17/2023 18:00,0.66714,0.66716,0.66594,0.66596,-11.8,-0.18
05/17/2023 17:00,0.66682,0.66736,0.66647,0.66717,3.5,0.05
05/17/2023 16:00,0.66501,0.66696,0.66501,0.66676,17.5,0.26
05/17/2023 15:00,0.66419,0.66581,0.66403,0.66506,8.7,0.13
05/17/2023 14:00,0.66498,0.66598,0.66397,0.66414,-8.4,-0.13
05/17/2023 13:00,0.66571,0.66697,0.66492,0.66497,-7.4,-0.11
05/17/2023 12:00,0.66568,0.66612,0.66464,0.66571,0.3,0
05/17/2023 11:00,0.66515,0.66644,0.66487,0.66569,5.4,0.08
05/17/2023 10:00,0.66508,0.66549,0.66484,0.66515,0.7,0.01
05/17/2023 09:00,0.66389,0.66527,0.66357,0.66506,11.7,0.18
05/17/2023 08:00,0.66298,0.66473,0.66296,0.6639,9.2,0.14
05/17/2023 07:00,0.66409,0.66524,0.6629,0.66296,-11.3,-0.17
05/17/2023 06:00,0.66393,0.66445,0.66339,0.66409,1.6,0.02
05/17/2023 05:00,0.66519,0.66519,0.66366,0.66392,-12.7,-0.19
05/17/2023 04:00,0.66598,0.66604,0.66502,0.66518,-8,-0.12
05/17/2023 03:00,0.66683,0.6669,0.66575,0.66597,-8.6,-0.13
05/17/2023 02:00,0.66567,0.66712,0.66562,0.66687,12,0.18
05/17/2023 01:00,0.66583,0.66614,0.66448,0.66566,-1.7,-0.03
05/17/2023 00:00,0.66579,0.66613,0.66554,0.66583,0.4,0.01
05/16/2023 23:00,0.66557,0.66582,0.66523,0.66575,1.8,0.03
05/16/2023 22:00,0.6656,0.66564,0.66527,0.6656,0,0
05/16/2023 21:00,0.66546,0.66566,0.66531,0.66563,1.7,0.03
05/16/2023 20:00,0.66536,0.66565,0.66526,0.66554,1.8,0.03
05/16/2023 19:00,0.66592,0.66607,0.66525,0.66536,-5.6,-0.08
05/16/2023 18:00,0.66591,0.66603,0.66553,0.66588,-0.3,0
05/16/2023 17:00,0.66568,0.66603,0.66545,0.6659,2.2,0.03
05/16/2023 16:00,0.66616,0.66633,0.66527,0.66569,-4.7,-0.07
05/16/2023 15:00,0.66631,0.66649,0.66515,0.66618,-1.3,-0.02
05/16/2023 14:00,0.66766,0.6678,0.66607,0.66631,-13.5,-0.2
05/16/2023 13:00,0.66771,0.66925,0.66694,0.66765,-0.6,-0.01
05/16/2023 12:00,0.66725,0.66806,0.66656,0.66772,4.7,0.07
05/16/2023 11:00,0.66837,0.66862,0.66703,0.66724,-11.3,-0.17
05/16/2023 10:00,0.66892,0.66933,0.66825,0.66835,-5.7,-0.09
05/16/2023 09:00,0.66886,0.66961,0.66866,0.66891,0.5,0.01
05/16/2023 08:00,0.66885,0.6692,0.66844,0.6689,0.5,0.01
05/16/2023 07:00,0.66745,0.66927,0.6673,0.66884,13.9,0.21
05/16/2023 06:00,0.66728,0.66759,0.6665,0.6674,1.2,0.02
05/16/2023 05:00,0.66934,0.66934,0.66724,0.66726,-20.8,-0.31
05/16/2023 04:00,0.66949,0.66951,0.66894,0.66936,-1.3,-0.02
05/16/2023 03:00,0.66906,0.6697,0.66878,0.66949,4.3,0.06
05/16/2023 02:00,0.67021,0.67027,0.66799,0.66903,-11.8,-0.18
05/16/2023 01:00,0.67066,0.67075,0.6696,0.67026,-4,-0.06
05/16/2023 00:00,0.67018,0.67096,0.67005,0.67064,4.6,0.07
05/15/2023 23:00,0.67032,0.67036,0.67003,0.67018,-1.4,-0.02
05/15/2023 22:00,0.6699,0.67043,0.6699,0.67033,4.3,0.06
05/15/2023 21:00,0.66957,0.66994,0.66884,0.66988,3.1,0.05
05/15/2023 20:00,0.67017,0.67034,0.66988,0.66996,-2.1,-0.03
05/15/2023 19:00,0.67002,0.67019,0.66989,0.67018,1.6,0.02
05/15/2023 18:00,0.67023,0.67034,0.66985,0.67001,-2.2,-0.03
05/15/2023 17:00,0.67079,0.67081,0.66987,0.67025,-5.4,-0.08
05/15/2023 16:00,0.66972,0.67088,0.66964,0.67079,10.7,0.16
05/15/2023 15:00,0.66862,0.66983,0.66857,0.66969,10.7,0.16
05/15/2023 14:00,0.66845,0.66888,0.66754,0.66862,1.7,0.03
05/15/2023 13:00,0.66867,0.6689,0.66803,0.66846,-2.1,-0.03
05/15/2023 12:00,0.66896,0.66922,0.66843,0.66872,-2.4,-0.04
05/15/2023 11:00,0.66872,0.66911,0.66847,0.66896,2.4,0.04
05/15/2023 10:00,0.66816,0.66882,0.66775,0.66873,5.7,0.09
05/15/2023 09:00,0.66838,0.66839,0.66777,0.66815,-2.3,-0.03
05/15/2023 08:00,0.66911,0.66932,0.66814,0.6684,-7.1,-0.11
05/15/2023 07:00,0.66885,0.66935,0.66802,0.66914,2.9,0.04
05/15/2023 06:00,0.6681,0.66891,0.66738,0.66886,7.6,0.11
05/15/2023 05:00,0.66668,0.66832,0.66664,0.66807,13.9,0.21
05/15/2023 04:00,0.66614,0.66679,0.66589,0.6667,5.6,0.08
05/15/2023 03:00,0.66546,0.66628,0.66539,0.66613,6.7,0.1
05/15/2023 02:00,0.66654,0.66655,0.66549,0.66549,-10.5,-0.16
05/15/2023 01:00,0.66517,0.66655,0.66495,0.66651,13.4,0.2
05/15/2023 00:00,0.66467,0.66533,0.66419,0.66515,4.8,0.07
05/14/2023 23:00,0.66432,0.66474,0.66417,0.66468,3.6,0.05
05/14/2023 22:00,0.6647,0.66474,0.66417,0.66435,-3.5,-0.05
05/14/2023 21:00,0.6645,0.66481,0.66435,0.66473,2.3,0.03
05-12-2023 20:00,0.6647,0.66472,0.66416,0.66418,-5.2,-0.08
05-12-2023 19:00,0.66402,0.66466,0.66391,0.66464,6.2,0.09
05-12-2023 18:00,0.66426,0.6643,0.66367,0.66407,-1.9,-0.03
05-12-2023 17:00,0.66437,0.66499,0.66415,0.66421,-1.6,-0.02
05-12-2023 16:00,0.66483,0.66489,0.664,0.6644,-4.3,-0.06
05-12-2023 15:00,0.66518,0.66595,0.66416,0.66484,-3.4,-0.05
05-12-2023 14:00,0.66803,0.66858,0.66484,0.66519,-28.4,-0.43
05-12-2023 13:00,0.66773,0.66894,0.66768,0.66841,6.8,0.1
05-12-2023 12:00,0.66825,0.66825,0.66734,0.66777,-4.8,-0.07
05-12-2023 11:00,0.6686,0.66887,0.66803,0.66824,-3.6,-0.05
05-12-2023 10:00,0.66861,0.66922,0.66836,0.6686,-0.1,0
05-12-2023 09:00,0.66919,0.66961,0.66843,0.66862,-5.7,-0.09
05-12-2023 08:00,0.66855,0.66927,0.66828,0.66914,5.9,0.09
05-12-2023 07:00,0.66946,0.67044,0.6685,0.66856,-9,-0.13
05-12-2023 06:00,0.66932,0.66969,0.66873,0.66948,1.6,0.02
05-12-2023 05:00,0.66977,0.67012,0.66921,0.66933,-4.4,-0.07
05-12-2023 04:00,0.66916,0.66988,0.66908,0.66981,6.5,0.1
05-12-2023 03:00,0.66997,0.66997,0.66854,0.66914,-8.3,-0.12
05-12-2023 02:00,0.66985,0.67,0.66941,0.66993,0.8,0.01
05-12-2023 01:00,0.67035,0.67048,0.66964,0.66986,-4.9,-0.07
05-12-2023 00:00,0.66996,0.67065,0.66995,0.67038,4.2,0.06
05-11-2023 23:00,0.6701,0.67018,0.66981,0.66993,-1.7,-0.03
05-11-2023 22:00,0.67014,0.67038,0.66998,0.67012,-0.2,0
05-11-2023 21:00,0.66978,0.67028,0.66978,0.67013,3.5,0.05
05-11-2023 20:00,0.67013,0.67021,0.66983,0.6702,0.7,0.01
05-11-2023 19:00,0.67,0.6702,0.66977,0.67016,1.6,0.02
05-11-2023 18:00,0.6692,0.66998,0.66909,0.66997,7.7,0.11
05-11-2023 17:00,0.66985,0.67008,0.66889,0.66918,-6.7,-0.1
05-11-2023 16:00,0.66927,0.67019,0.66903,0.66988,6.1,0.09
05-11-2023 15:00,0.67021,0.67029,0.66892,0.66927,-9.4,-0.14
05-11-2023 14:00,0.67011,0.67073,0.66892,0.67016,0.5,0.01
05-11-2023 13:00,0.6733,0.6733,0.66996,0.67013,-31.7,-0.47
05-11-2023 12:00,0.67328,0.67529,0.67304,0.67331,0.3,0
05-11-2023 11:00,0.67369,0.67412,0.67297,0.67331,-3.8,-0.06
05-11-2023 10:00,0.67387,0.67428,0.67355,0.67374,-1.3,-0.02
05-11-2023 09:00,0.67347,0.67416,0.67329,0.67386,3.9,0.06
05-11-2023 08:00,0.67352,0.6737,0.67222,0.67339,-1.3,-0.02
05-11-2023 07:00,0.6744,0.67464,0.67294,0.67354,-8.6,-0.13
05-11-2023 06:00,0.67754,0.67759,0.67436,0.67441,-31.3,-0.46
05-11-2023 05:00,0.67761,0.67802,0.67729,0.67754,-0.7,-0.01
05-11-2023 04:00,0.6772,0.67799,0.67702,0.67759,3.9,0.06
05-11-2023 03:00,0.67721,0.67775,0.67708,0.67721,0,0
05-11-2023 02:00,0.67774,0.67791,0.67672,0.6772,-5.4,-0.08
05-11-2023 01:00,0.67889,0.67964,0.67758,0.67775,-11.4,-0.17
05-11-2023 00:00,0.67809,0.67909,0.67809,0.67886,7.7,0.11
05-10-2023 23:00,0.67804,0.67838,0.67795,0.67812,0.8,0.01
05-10-2023 22:00,0.67764,0.67801,0.67764,0.67799,3.5,0.05
05-10-2023 21:00,0.67737,0.67773,0.67714,0.67768,3.1,0.05
05-10-2023 20:00,0.67762,0.67795,0.6776,0.67791,2.9,0.04
05-10-2023 19:00,0.67704,0.67799,0.67693,0.67759,5.5,0.08
05-10-2023 18:00,0.67554,0.67749,0.67554,0.67707,15.3,0.23
05-10-2023 17:00,0.67642,0.67663,0.6746,0.67552,-9,-0.13
05-10-2023 16:00,0.67617,0.67676,0.67584,0.67644,2.7,0.04
05-10-2023 15:00,0.67589,0.6766,0.67579,0.67614,2.5,0.04
05-10-2023 14:00,0.67782,0.67845,0.67538,0.6759,-19.2,-0.28
05-10-2023 13:00,0.68144,0.68176,0.67686,0.67782,-36.2,-0.53
05-10-2023 12:00,0.67514,0.68181,0.67443,0.68147,63.3,0.93
05-10-2023 11:00,0.67532,0.67532,0.67482,0.67515,-1.7,-0.03
05-10-2023 10:00,0.67555,0.67586,0.67514,0.67531,-2.4,-0.04
05-10-2023 09:00,0.67522,0.67578,0.6749,0.67553,3.1,0.05
05-10-2023 08:00,0.67586,0.67586,0.67498,0.67526,-6,-0.09
05-10-2023 07:00,0.67672,0.67743,0.67582,0.67587,-8.5,-0.13
05-10-2023 06:00,0.67635,0.67671,0.6761,0.67667,3.2,0.05
05-10-2023 05:00,0.67665,0.67687,0.67572,0.6764,-2.5,-0.04
05-10-2023 04:00,0.67686,0.67687,0.67643,0.67664,-2.2,-0.03
05-10-2023 03:00,0.67647,0.67695,0.67647,0.67686,3.9,0.06
05-10-2023 02:00,0.67638,0.67665,0.67614,0.67647,0.9,0.01
05-10-2023 01:00,0.67637,0.67692,0.6762,0.67642,0.5,0.01
05-10-2023 00:00,0.67665,0.67703,0.67623,0.67634,-3.1,-0.05
05-09-2023 23:00,0.67632,0.67673,0.67629,0.67668,3.6,0.05
05-09-2023 22:00,0.67597,0.67641,0.67588,0.67627,3,0.04
05-09-2023 21:00,0.67583,0.67626,0.67559,0.67596,1.3,0.02
05-09-2023 20:00,0.6761,0.67635,0.6761,0.67624,1.4,0.02
05-09-2023 19:00,0.67641,0.67647,0.676,0.6761,-3.1,-0.05
05-09-2023 18:00,0.67616,0.67662,0.67615,0.6764,2.4,0.04
05-09-2023 17:00,0.67534,0.67626,0.67532,0.67619,8.5,0.13
05-09-2023 16:00,0.675,0.67576,0.67471,0.6753,3,0.04
05-09-2023 15:00,0.67555,0.67566,0.67484,0.67505,-5,-0.07
05-09-2023 14:00,0.67631,0.67645,0.67465,0.67552,-7.9,-0.12
05-09-2023 13:00,0.67519,0.67636,0.67465,0.67631,11.2,0.17
05-09-2023 12:00,0.67575,0.67625,0.67514,0.67522,-5.3,-0.08
05-09-2023 11:00,0.6764,0.67681,0.67563,0.67574,-6.6,-0.1
05-09-2023 10:00,0.6763,0.67654,0.67619,0.6764,1,0.01
05-09-2023 09:00,0.67571,0.67637,0.67554,0.67627,5.6,0.08
05-09-2023 08:00,0.67585,0.67622,0.67561,0.67571,-1.4,-0.02
05-09-2023 07:00,0.67687,0.67701,0.67577,0.67587,-10,-0.15
05-09-2023 06:00,0.67774,0.67775,0.67678,0.67683,-9.1,-0.13
05-09-2023 05:00,0.67829,0.67857,0.67772,0.67782,-4.7,-0.07
05-09-2023 04:00,0.67845,0.67868,0.67805,0.67828,-1.7,-0.03
05-09-2023 03:00,0.67801,0.67851,0.67762,0.67847,4.6,0.07
05-09-2023 02:00,0.67757,0.67833,0.67743,0.67797,4,0.06
05-09-2023 01:00,0.67753,0.67822,0.67701,0.67758,0.5,0.01
05-09-2023 00:00,0.67807,0.67818,0.67753,0.67754,-5.3,-0.08
05-08-2023 23:00,0.67812,0.67832,0.67778,0.67809,-0.3,0
05-08-2023 22:00,0.67797,0.67825,0.67795,0.67806,0.9,0.01
05-08-2023 21:00,0.67786,0.67804,0.6778,0.67798,1.2,0.02
05-08-2023 20:00,0.67807,0.67829,0.67802,0.67809,0.2,0
05-08-2023 19:00,0.67864,0.67866,0.67799,0.67805,-5.9,-0.09
05-08-2023 18:00,0.67868,0.67868,0.67763,0.67859,-0.9,-0.01
05-08-2023 17:00,0.67896,0.67898,0.67859,0.67871,-2.5,-0.04
05-08-2023 16:00,0.67911,0.67932,0.67878,0.67895,-1.6,-0.02
05-08-2023 15:00,0.67911,0.67935,0.67867,0.67908,-0.3,0
05-08-2023 14:00,0.68007,0.68018,0.67903,0.67912,-9.5,-0.14
05-08-2023 13:00,0.67944,0.68035,0.67943,0.68003,5.9,0.09
05-08-2023 12:00,0.67881,0.67964,0.67861,0.67943,6.2,0.09
05-08-2023 11:00,0.67938,0.67964,0.67872,0.67883,-5.5,-0.08
05-08-2023 10:00,0.67877,0.67947,0.67876,0.67941,6.4,0.09
05-08-2023 09:00,0.67853,0.67889,0.67825,0.67875,2.2,0.03
05-08-2023 08:00,0.67824,0.67905,0.678,0.6785,2.6,0.04
05-08-2023 07:00,0.67858,0.67894,0.67804,0.67824,-3.4,-0.05
05-08-2023 06:00,0.67742,0.67881,0.67734,0.67857,11.5,0.17
05-08-2023 05:00,0.67737,0.67777,0.67709,0.67745,0.8,0.01
05-08-2023 04:00,0.67691,0.67752,0.6769,0.67737,4.6,0.07
05-08-2023 03:00,0.67628,0.67702,0.67628,0.6769,6.2,0.09
05-08-2023 02:00,0.67515,0.67649,0.67497,0.67631,11.6,0.17
05-08-2023 01:00,0.67443,0.67549,0.67402,0.67514,7.1,0.11
05-08-2023 00:00,0.6747,0.67535,0.67417,0.67441,-2.9,-0.04
05-07-2023 23:00,0.6752,0.67552,0.67471,0.67473,-4.7,-0.07
05-07-2023 22:00,0.67497,0.67558,0.67496,0.67519,2.2,0.03
05-07-2023 21:00,0.67417,0.67527,0.67417,0.675,8.3,0.12
05-05-2023 20:00,0.67493,0.67538,0.67488,0.67536,4.3,0.06
05-05-2023 19:00,0.6755,0.6755,0.67485,0.67496,-5.4,-0.08
05-05-2023 18:00,0.67471,0.67572,0.67469,0.6755,7.9,0.12
05-05-2023 17:00,0.67534,0.67566,0.67465,0.67472,-6.2,-0.09
05-05-2023 16:00,0.67462,0.67546,0.67447,0.67533,7.1,0.11
05-05-2023 15:00,0.67428,0.67487,0.67416,0.67458,3,0.04
05-05-2023 14:00,0.67326,0.67469,0.67268,0.6743,10.4,0.15
05-05-2023 13:00,0.67055,0.67336,0.67046,0.67322,26.7,0.4
05-05-2023 12:00,0.67231,0.67248,0.66872,0.67049,-18.2,-0.27
05-05-2023 11:00,0.673,0.67342,0.67215,0.67231,-6.9,-0.1
05-05-2023 10:00,0.67282,0.67329,0.67268,0.67302,2,0.03
05-05-2023 09:00,0.67293,0.67294,0.67226,0.67278,-1.5,-0.02
05-05-2023 08:00,0.67312,0.67323,0.67236,0.67293,-1.9,-0.03
05-05-2023 07:00,0.67431,0.67441,0.67306,0.67315,-11.6,-0.17
05-05-2023 06:00,0.67351,0.67439,0.67312,0.67432,8.1,0.12
05-05-2023 05:00,0.67357,0.67419,0.67336,0.67348,-0.9,-0.01
05-05-2023 04:00,0.67355,0.67372,0.67315,0.67357,0.2,0
05-05-2023 03:00,0.67213,0.67363,0.67212,0.67354,14.1,0.21
05-05-2023 02:00,0.67118,0.67224,0.67056,0.67213,9.5,0.14
05-05-2023 01:00,0.67053,0.67163,0.67041,0.67119,6.6,0.1
05-05-2023 00:00,0.66965,0.67061,0.66949,0.67055,9,0.13
05-04-2023 23:00,0.66989,0.67029,0.66953,0.66961,-2.8,-0.04
05-04-2023 22:00,0.66921,0.66991,0.6692,0.66987,6.6,0.1
05-04-2023 21:00,0.6692,0.66931,0.66918,0.66922,0.2,0
05-04-2023 20:00,0.6691,0.66939,0.66904,0.66935,2.5,0.04
05-04-2023 19:00,0.66962,0.66982,0.66904,0.66907,-5.5,-0.08
05-04-2023 18:00,0.67044,0.67047,0.66924,0.66959,-8.5,-0.13
05-04-2023 17:00,0.66996,0.67063,0.66929,0.67044,4.8,0.07
05-04-2023 16:00,0.66755,0.67005,0.66754,0.66995,24,0.36
05-04-2023 15:00,0.66697,0.66799,0.66625,0.66754,5.7,0.09
05-04-2023 14:00,0.66725,0.66768,0.66594,0.66699,-2.6,-0.04
05-04-2023 13:00,0.66671,0.6677,0.66546,0.66726,5.5,0.08
05-04-2023 12:00,0.66791,0.66811,0.66655,0.66672,-11.9,-0.18
05-04-2023 11:00,0.66729,0.66824,0.66717,0.66787,5.8,0.09
05-04-2023 10:00,0.66731,0.66822,0.66704,0.66727,-0.4,-0.01
05-04-2023 09:00,0.66598,0.66765,0.66588,0.66736,13.8,0.21
05-04-2023 08:00,0.66733,0.66739,0.66593,0.66597,-13.6,-0.2
05-04-2023 07:00,0.66756,0.66779,0.66654,0.66733,-2.3,-0.03
05-04-2023 06:00,0.66913,0.66917,0.66687,0.66756,-15.7,-0.24
05-04-2023 05:00,0.66917,0.66993,0.6688,0.6691,-0.7,-0.01
05-04-2023 04:00,0.66869,0.66969,0.66823,0.66922,5.3,0.08
05-04-2023 03:00,0.6691,0.66932,0.66841,0.66869,-4.1,-0.06
05-04-2023 02:00,0.6673,0.66941,0.66714,0.66913,18.3,0.27
05-04-2023 01:00,0.66503,0.66742,0.66471,0.66728,22.5,0.34
05-04-2023 00:00,0.66418,0.66613,0.66404,0.66503,8.5,0.13
05-03-2023 23:00,0.66477,0.66477,0.66409,0.66418,-5.9,-0.09
05-03-2023 22:00,0.66713,0.66728,0.66458,0.66477,-23.6,-0.36
05-03-2023 21:00,0.66654,0.66733,0.66649,0.66714,6,0.09
05-03-2023 20:00,0.6669,0.66764,0.66682,0.66732,4.2,0.06
05-03-2023 19:00,0.66861,0.66861,0.66626,0.66691,-17,-0.25
05-03-2023 18:00,0.66742,0.67036,0.66671,0.66862,12,0.18
05-03-2023 17:00,0.66807,0.66861,0.66746,0.66746,-6.1,-0.09
05-03-2023 16:00,0.66741,0.66825,0.66734,0.66807,6.6,0.1
05-03-2023 15:00,0.66714,0.6676,0.66692,0.6674,2.6,0.04
05-03-2023 14:00,0.6659,0.66768,0.66589,0.66718,12.8,0.19
05-03-2023 13:00,0.66556,0.66669,0.6653,0.66593,3.7,0.06
05-03-2023 12:00,0.66642,0.66694,0.66493,0.66553,-8.9,-0.13
05-03-2023 11:00,0.6663,0.66718,0.66606,0.66639,0.9,0.01
05-03-2023 10:00,0.66606,0.66658,0.66561,0.66633,2.7,0.04
05-03-2023 09:00,0.66609,0.66623,0.66542,0.66606,-0.3,0
05-03-2023 08:00,0.66611,0.66652,0.6655,0.66605,-0.6,-0.01
05-03-2023 07:00,0.66658,0.66711,0.66572,0.66614,-4.4,-0.07
05-03-2023 06:00,0.66643,0.66695,0.66614,0.6666,1.7,0.03
05-03-2023 05:00,0.66647,0.66708,0.66612,0.66644,-0.3,0
05-03-2023 04:00,0.66684,0.66694,0.66633,0.66644,-4,-0.06
05-03-2023 03:00,0.66714,0.66739,0.66644,0.66683,-3.1,-0.05
05-03-2023 02:00,0.66702,0.66764,0.66678,0.66716,1.4,0.02
05-03-2023 01:00,0.66681,0.66713,0.66631,0.66699,1.8,0.03
05-03-2023 00:00,0.66708,0.66719,0.66552,0.66683,-2.5,-0.04
05-02-2023 23:00,0.66634,0.66731,0.66618,0.66706,7.2,0.11
05-02-2023 22:00,0.66621,0.66657,0.66578,0.66633,1.2,0.02
05-02-2023 21:00,0.666,0.66641,0.666,0.66631,3.1,0.05
05-02-2023 20:00,0.66668,0.66672,0.66626,0.66629,-3.9,-0.06
05-02-2023 19:00,0.66628,0.66676,0.66628,0.66664,3.6,0.05
